dataset,case_id,n_tokens,n_sentences,n_violations,n_judge_confirmed,n_generated,n_rerouted,n_despecified,trace_jsonl
ctrate,train_7474_a_2,128,8,1,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/ctrate/train_7474_a_2/trace.jsonl
ctrate,train_3016_a_4,128,8,1,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/ctrate/train_3016_a_4/trace.jsonl
ctrate,train_13558_a_1,128,8,0,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/ctrate/train_13558_a_1/trace.jsonl
ctrate,train_10754_c_1,128,6,0,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/ctrate/train_10754_c_1/trace.jsonl
ctrate,train_6989_a_1,128,8,1,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/ctrate/train_6989_a_1/trace.jsonl
ctrate,train_18540_b_2,128,8,0,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/ctrate/train_18540_b_2/trace.jsonl
ctrate,train_16106_a_1,128,8,1,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/ctrate/train_16106_a_1/trace.jsonl
ctrate,train_1897_b_1,128,8,1,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/ctrate/train_1897_b_1/trace.jsonl
ctrate,train_11029_a_2,128,8,0,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/ctrate/train_11029_a_2/trace.jsonl
ctrate,train_121_b_1,128,8,1,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/ctrate/train_121_b_1/trace.jsonl
ctrate,train_8000_a_1,128,8,0,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/ctrate/train_8000_a_1/trace.jsonl
ctrate,train_7743_a_2,128,8,0,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/ctrate/train_7743_a_2/trace.jsonl
ctrate,train_19666_a_2,128,8,0,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/ctrate/train_19666_a_2/trace.jsonl
ctrate,train_6936_a_1,128,8,1,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/ctrate/train_6936_a_1/trace.jsonl
ctrate,train_5508_a_2,128,8,0,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/ctrate/train_5508_a_2/trace.jsonl
ctrate,train_7352_a_1,128,8,0,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/ctrate/train_7352_a_1/trace.jsonl
ctrate,train_14814_a_1,128,8,1,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/ctrate/train_14814_a_1/trace.jsonl
ctrate,train_3024_a_1,128,8,1,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/ctrate/train_3024_a_1/trace.jsonl
ctrate,train_13002_a_2,128,8,1,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/ctrate/train_13002_a_2/trace.jsonl
ctrate,train_12226_a_3,128,8,0,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/ctrate/train_12226_a_3/trace.jsonl
ctrate,train_13941_a_2,128,6,1,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/ctrate/train_13941_a_2/trace.jsonl
ctrate,valid_970_a_2,128,8,1,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/ctrate/valid_970_a_2/trace.jsonl
ctrate,train_2611_a_1,128,8,1,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/ctrate/train_2611_a_1/trace.jsonl
ctrate,train_1705_a_2,128,8,0,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/ctrate/train_1705_a_2/trace.jsonl
ctrate,valid_62_c_2,128,2,0,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/ctrate/valid_62_c_2/trace.jsonl
ctrate,train_15320_a_1,128,8,0,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/ctrate/train_15320_a_1/trace.jsonl
ctrate,train_2334_a_2,128,8,0,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/ctrate/train_2334_a_2/trace.jsonl
ctrate,train_4122_a_2,128,8,0,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/ctrate/train_4122_a_2/trace.jsonl
ctrate,train_14341_a_2,128,8,0,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/ctrate/train_14341_a_2/trace.jsonl
ctrate,train_12452_a_1,128,8,0,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/ctrate/train_12452_a_1/trace.jsonl
ctrate,train_18068_b_1,128,8,0,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/ctrate/train_18068_b_1/trace.jsonl
ctrate,train_17014_a_1,128,8,1,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/ctrate/train_17014_a_1/trace.jsonl
ctrate,train_4374_a_2,128,8,0,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/ctrate/train_4374_a_2/trace.jsonl
ctrate,train_4981_a_1,128,8,0,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/ctrate/train_4981_a_1/trace.jsonl
ctrate,train_2750_a_1,128,8,0,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/ctrate/train_2750_a_1/trace.jsonl
ctrate,train_17307_a_2,128,8,0,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/ctrate/train_17307_a_2/trace.jsonl
ctrate,train_11197_a_1,128,8,0,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/ctrate/train_11197_a_1/trace.jsonl
ctrate,train_4477_a_2,128,8,0,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/ctrate/train_4477_a_2/trace.jsonl
ctrate,valid_462_a_1,128,8,0,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/ctrate/valid_462_a_1/trace.jsonl
ctrate,train_2013_b_1,128,8,1,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/ctrate/train_2013_b_1/trace.jsonl
ctrate,train_15030_a_1,128,8,1,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/ctrate/train_15030_a_1/trace.jsonl
ctrate,train_29_a_2,128,8,0,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/ctrate/train_29_a_2/trace.jsonl
ctrate,train_14004_a_2,128,8,1,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/ctrate/train_14004_a_2/trace.jsonl
ctrate,train_7086_a_2,128,8,0,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/ctrate/train_7086_a_2/trace.jsonl
ctrate,train_7970_a_1,128,8,0,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/ctrate/train_7970_a_1/trace.jsonl
ctrate,train_14297_a_2,128,8,0,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/ctrate/train_14297_a_2/trace.jsonl
ctrate,train_3769_a_1,128,8,1,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/ctrate/train_3769_a_1/trace.jsonl
ctrate,train_171_b_2,128,8,1,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/ctrate/train_171_b_2/trace.jsonl
ctrate,train_6110_b_2,128,8,1,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/ctrate/train_6110_b_2/trace.jsonl
ctrate,train_15288_a_1,128,8,0,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/ctrate/train_15288_a_1/trace.jsonl
ctrate,train_10986_a_1,128,8,1,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/ctrate/train_10986_a_1/trace.jsonl
ctrate,train_18661_a_2,128,8,1,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/ctrate/train_18661_a_2/trace.jsonl
ctrate,train_3933_a_1,128,8,0,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/ctrate/train_3933_a_1/trace.jsonl
ctrate,train_9937_a_2,128,8,1,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/ctrate/train_9937_a_2/trace.jsonl
ctrate,train_11272_a_1,128,8,0,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/ctrate/train_11272_a_1/trace.jsonl
ctrate,train_12186_a_2,128,8,0,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/ctrate/train_12186_a_2/trace.jsonl
ctrate,train_10621_a_1,128,8,0,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/ctrate/train_10621_a_1/trace.jsonl
ctrate,train_17654_a_1,128,8,1,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/ctrate/train_17654_a_1/trace.jsonl
ctrate,train_13678_a_2,128,8,1,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/ctrate/train_13678_a_2/trace.jsonl
ctrate,train_9707_a_2,128,8,1,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/ctrate/train_9707_a_2/trace.jsonl
ctrate,train_14479_a_2,128,8,0,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/ctrate/train_14479_a_2/trace.jsonl
ctrate,train_7922_a_1,128,8,0,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/ctrate/train_7922_a_1/trace.jsonl
ctrate,train_14228_a_2,128,8,0,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/ctrate/train_14228_a_2/trace.jsonl
ctrate,valid_606_a_2,128,8,1,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/ctrate/valid_606_a_2/trace.jsonl
ctrate,train_4621_a_1,128,8,0,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/ctrate/train_4621_a_1/trace.jsonl
ctrate,train_18697_b_2,128,8,0,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/ctrate/train_18697_b_2/trace.jsonl
ctrate,train_14615_a_1,128,8,1,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/ctrate/train_14615_a_1/trace.jsonl
ctrate,train_10280_a_1,128,8,2,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/ctrate/train_10280_a_1/trace.jsonl
ctrate,train_6258_a_2,128,8,0,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/ctrate/train_6258_a_2/trace.jsonl
ctrate,train_12303_a_1,128,8,0,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/ctrate/train_12303_a_1/trace.jsonl
ctrate,train_8065_n_2,128,8,1,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/ctrate/train_8065_n_2/trace.jsonl
ctrate,train_17632_a_1,128,8,0,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/ctrate/train_17632_a_1/trace.jsonl
ctrate,train_1297_a_2,128,8,1,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/ctrate/train_1297_a_2/trace.jsonl
ctrate,valid_900_a_2,128,8,1,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/ctrate/valid_900_a_2/trace.jsonl
ctrate,train_12512_c_2,128,8,0,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/ctrate/train_12512_c_2/trace.jsonl
ctrate,train_16368_a_1,128,8,2,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/ctrate/train_16368_a_1/trace.jsonl
ctrate,train_11342_a_2,128,8,0,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/ctrate/train_11342_a_2/trace.jsonl
ctrate,train_6185_a_2,128,8,2,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/ctrate/train_6185_a_2/trace.jsonl
ctrate,train_13790_a_1,128,8,1,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/ctrate/train_13790_a_1/trace.jsonl
ctrate,train_1267_a_1,128,8,0,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/ctrate/train_1267_a_1/trace.jsonl
ctrate,train_18545_a_1,128,8,1,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/ctrate/train_18545_a_1/trace.jsonl
ctrate,train_5709_a_1,128,8,1,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/ctrate/train_5709_a_1/trace.jsonl
ctrate,train_7786_a_2,128,8,0,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/ctrate/train_7786_a_2/trace.jsonl
ctrate,train_2041_e_2,128,8,0,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/ctrate/train_2041_e_2/trace.jsonl
ctrate,train_17772_a_1,128,8,0,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/ctrate/train_17772_a_1/trace.jsonl
ctrate,train_16446_a_1,128,8,0,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/ctrate/train_16446_a_1/trace.jsonl
ctrate,train_9163_a_1,128,8,1,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/ctrate/train_9163_a_1/trace.jsonl
ctrate,train_13239_a_1,128,8,2,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/ctrate/train_13239_a_1/trace.jsonl
ctrate,train_76_a_1,128,8,0,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/ctrate/train_76_a_1/trace.jsonl
ctrate,valid_1159_a_1,128,8,1,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/ctrate/valid_1159_a_1/trace.jsonl
ctrate,train_12976_b_1,128,8,1,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/ctrate/train_12976_b_1/trace.jsonl
ctrate,train_16087_a_2,128,8,0,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/ctrate/train_16087_a_2/trace.jsonl
radgenome,train_10776_a_1,128,8,0,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/radgenome/train_10776_a_1/trace.jsonl
radgenome,train_7505_a_1,128,8,2,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/radgenome/train_7505_a_1/trace.jsonl
radgenome,train_17624_a_1,128,8,1,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/radgenome/train_17624_a_1/trace.jsonl
radgenome,train_1924_a_1,128,8,0,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/radgenome/train_1924_a_1/trace.jsonl
radgenome,train_17776_a_1,128,8,0,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/radgenome/train_17776_a_1/trace.jsonl
radgenome,train_10860_a_1,128,8,1,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/radgenome/train_10860_a_1/trace.jsonl
radgenome,train_3503_a_1,128,8,1,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/radgenome/train_3503_a_1/trace.jsonl
radgenome,train_17901_a_1,128,8,0,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/radgenome/train_17901_a_1/trace.jsonl
radgenome,train_9552_a_1,128,8,0,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/radgenome/train_9552_a_1/trace.jsonl
radgenome,train_11962_a_1,128,8,0,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/radgenome/train_11962_a_1/trace.jsonl
radgenome,train_3485_a_1,128,8,0,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/radgenome/train_3485_a_1/trace.jsonl
radgenome,train_2841_a_1,128,8,1,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/radgenome/train_2841_a_1/trace.jsonl
radgenome,train_15554_a_1,128,8,0,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/radgenome/train_15554_a_1/trace.jsonl
radgenome,valid_936_a_1,128,8,0,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/radgenome/valid_936_a_1/trace.jsonl
radgenome,train_11479_a_1,128,8,1,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/radgenome/train_11479_a_1/trace.jsonl
radgenome,train_15513_b_1,128,8,0,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/radgenome/train_15513_b_1/trace.jsonl
radgenome,train_11573_a_1,128,8,0,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/radgenome/train_11573_a_1/trace.jsonl
radgenome,train_12716_a_1,128,8,0,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/radgenome/train_12716_a_1/trace.jsonl
radgenome,train_57_a_1,128,8,0,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/radgenome/train_57_a_1/trace.jsonl
radgenome,valid_285_a_1,128,8,1,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/radgenome/valid_285_a_1/trace.jsonl
radgenome,train_17138_a_1,128,8,2,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/radgenome/train_17138_a_1/trace.jsonl
radgenome,train_17086_a_1,128,8,0,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/radgenome/train_17086_a_1/trace.jsonl
radgenome,train_13222_a_1,128,8,0,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/radgenome/train_13222_a_1/trace.jsonl
radgenome,train_14888_b_1,128,8,1,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/radgenome/train_14888_b_1/trace.jsonl
radgenome,train_12628_a_1,128,8,2,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/radgenome/train_12628_a_1/trace.jsonl
radgenome,train_8185_a_1,128,8,2,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/radgenome/train_8185_a_1/trace.jsonl
radgenome,train_8202_a_1,128,8,0,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/radgenome/train_8202_a_1/trace.jsonl
radgenome,train_1900_a_1,128,8,1,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/radgenome/train_1900_a_1/trace.jsonl
radgenome,train_2317_d_1,128,8,0,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/radgenome/train_2317_d_1/trace.jsonl
radgenome,train_12497_c_1,128,8,0,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/radgenome/train_12497_c_1/trace.jsonl
radgenome,train_2002_a_1,128,8,0,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/radgenome/train_2002_a_1/trace.jsonl
radgenome,train_12456_a_1,128,8,1,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/radgenome/train_12456_a_1/trace.jsonl
radgenome,train_17608_b_1,128,8,0,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/radgenome/train_17608_b_1/trace.jsonl
radgenome,train_11174_a_1,128,8,0,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/radgenome/train_11174_a_1/trace.jsonl
radgenome,train_18923_a_1,128,8,1,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/radgenome/train_18923_a_1/trace.jsonl
radgenome,train_17827_a_1,128,8,0,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/radgenome/train_17827_a_1/trace.jsonl
radgenome,train_18554_a_1,128,8,0,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/radgenome/train_18554_a_1/trace.jsonl
radgenome,train_6199_a_1,128,8,1,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/radgenome/train_6199_a_1/trace.jsonl
radgenome,train_14436_a_1,128,8,0,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/radgenome/train_14436_a_1/trace.jsonl
radgenome,train_18130_g_1,128,8,0,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/radgenome/train_18130_g_1/trace.jsonl
radgenome,train_12632_a_1,128,8,0,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/radgenome/train_12632_a_1/trace.jsonl
radgenome,train_6793_a_1,128,8,0,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/radgenome/train_6793_a_1/trace.jsonl
radgenome,train_10130_a_1,128,8,0,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/radgenome/train_10130_a_1/trace.jsonl
radgenome,train_19500_a_1,128,8,0,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/radgenome/train_19500_a_1/trace.jsonl
radgenome,train_5811_a_1,128,8,1,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/radgenome/train_5811_a_1/trace.jsonl
radgenome,train_6488_a_1,128,8,0,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/radgenome/train_6488_a_1/trace.jsonl
radgenome,train_3814_a_1,128,8,1,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/radgenome/train_3814_a_1/trace.jsonl
radgenome,train_13308_a_1,128,8,0,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/radgenome/train_13308_a_1/trace.jsonl
radgenome,train_15249_a_1,128,8,0,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/radgenome/train_15249_a_1/trace.jsonl
radgenome,train_18724_a_1,128,8,2,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/radgenome/train_18724_a_1/trace.jsonl
radgenome,train_4535_a_1,128,8,2,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/radgenome/train_4535_a_1/trace.jsonl
radgenome,train_1741_a_1,128,8,0,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/radgenome/train_1741_a_1/trace.jsonl
radgenome,train_5659_a_1,128,8,1,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/radgenome/train_5659_a_1/trace.jsonl
radgenome,train_11073_a_1,128,8,1,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/radgenome/train_11073_a_1/trace.jsonl
radgenome,train_8993_a_1,128,8,0,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/radgenome/train_8993_a_1/trace.jsonl
radgenome,train_19274_a_1,128,8,0,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/radgenome/train_19274_a_1/trace.jsonl
radgenome,train_7132_a_1,128,8,0,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/radgenome/train_7132_a_1/trace.jsonl
radgenome,train_15763_a_1,128,8,1,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/radgenome/train_15763_a_1/trace.jsonl
radgenome,train_11845_b_1,128,8,1,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/radgenome/train_11845_b_1/trace.jsonl
radgenome,train_1601_a_1,128,8,0,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/radgenome/train_1601_a_1/trace.jsonl
radgenome,train_1861_a_1,128,8,1,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/radgenome/train_1861_a_1/trace.jsonl
radgenome,train_12407_a_1,128,8,0,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/radgenome/train_12407_a_1/trace.jsonl
radgenome,train_853_a_1,128,8,0,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/radgenome/train_853_a_1/trace.jsonl
radgenome,train_7800_a_1,128,8,1,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/radgenome/train_7800_a_1/trace.jsonl
radgenome,train_15353_b_1,128,8,0,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/radgenome/train_15353_b_1/trace.jsonl
radgenome,valid_692_a_1,128,8,0,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/radgenome/valid_692_a_1/trace.jsonl
radgenome,train_1416_a_1,128,8,0,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/radgenome/train_1416_a_1/trace.jsonl
radgenome,train_17950_a_1,128,8,0,0,0,0,0,/data/ProveTok_ACM/outputs/5k_ablation/A1_trained_spatial/cases/radgenome/train_17950_a_1/trace.jsonl
